enumerator_id,submission_id,gps_lat,gps_long,start_time,end_time,duration_minutes,consent,household_id,sync_status
E01,SUB0253,-1.312949,36.832903,2026-04-01 17:57,2026-04-01 18:30,33,Yes,HH038,Success
E02,SUB0254,-1.235179,36.78099,2026-04-01 08:32,2026-04-01 09:11,39,Yes,HH039,Success
E04,SUB0255,-1.279818,36.831148,2026-04-01 11:28,2026-04-01 11:57,29,Yes,HH187,Success
E01,SUB0256,-1.309266,36.802505,2026-04-01 10:21,2026-04-01 10:57,36,Yes,HH081,Success
E02,SUB0257,-1.295767,36.805429,2026-04-01 15:50,2026-04-01 16:27,37,Yes,HH165,Success
E03,SUB0258,-1.234266,36.797901,2026-04-01 16:15,2026-04-01 16:30,15,Yes,HH077,Failed
E03,SUB0259,-1.259501,36.801704,2026-04-01 11:32,2026-04-01 12:19,47,Yes,HH185,Failed
E03,SUB0260,-1.272652,36.824319,2026-04-01 12:54,2026-04-01 13:04,10,Yes,HH089,Success
E02,SUB0261,-1.301237,36.841414,2026-04-01 12:57,2026-04-01 13:02,5,Yes,HH066,Success
E04,SUB0262,-1.247205,36.797113,2026-04-01 11:39,2026-04-01 11:54,15,Yes,HH028,Success
E05,SUB0263,-1.305754,36.836983,2026-04-01 18:00,2026-04-01 18:18,18,Yes,HH014,Success
E01,SUB0264,-1.258264,36.780054,2026-04-01 15:03,2026-04-01 15:27,24,Yes,HH141,Success
E02,SUB0265,-1.236497,36.85784,2026-04-01 14:56,2026-04-01 15:40,44,Yes,HH074,Success
E03,SUB0266,-1.324084,36.846872,2026-04-01 12:52,2026-04-01 13:36,44,Yes,HH190,Success
E01,SUB0267,-1.241776,36.787579,2026-04-01 10:59,2026-04-01 11:28,29,Yes,HH102,Failed
E04,SUB0268,-1.233787,36.862604,2026-04-01 11:10,2026-04-01 12:00,50,Yes,HH146,Success
E05,SUB0269,-1.301544,36.86891,2026-04-01 09:49,2026-04-01 10:13,24,Yes,HH035,Success
E05,SUB0270,-1.310719,36.781265,2026-04-01 15:59,2026-04-01 16:19,20,Yes,HH066,Success
E02,SUB0271,-1.296289,36.799502,2026-04-01 08:14,2026-04-01 09:04,50,Yes,HH157,Success
E04,SUB0272,-1.297207,36.810083,2026-04-01 15:17,2026-04-01 15:52,35,Yes,HH123,Failed
E03,SUB0273,-1.303921,36.793552,2026-04-01 12:14,2026-04-01 12:17,3,Yes,HH078,Failed
E05,SUB0274,-1.303845,36.805955,2026-04-01 17:46,2026-04-01 17:49,3,Yes,HH120,Success
E03,SUB0275,-1.261393,36.862311,2026-04-01 10:43,2026-04-01 11:11,28,Yes,HH177,Success
E01,SUB0276,-1.268537,36.791913,2026-04-01 13:02,2026-04-01 13:28,26,Yes,HH192,Success
E05,SUB0277,-1.259806,36.86128,2026-04-01 14:22,2026-04-01 14:51,29,Yes,HH056,Success
E02,SUB0278,-1.285325,36.840377,2026-04-01 09:23,2026-04-01 09:59,36,Yes,HH016,Success
E05,SUB0279,-1.27273,36.784985,2026-04-01 16:37,2026-04-01 16:52,15,Yes,HH030,Success
E02,SUB0280,-1.320906,36.821038,2026-04-01 17:57,2026-04-01 18:31,34,Yes,HH132,Success
E04,SUB0281,-1.324226,36.816238,2026-04-01 15:47,2026-04-01 16:26,39,Yes,HH102,Success
E03,SUB0282,-1.30821,36.777303,2026-04-01 08:03,2026-04-01 08:53,50,Yes,HH139,Success
E01,SUB0283,-1.326827,36.810887,2026-04-01 09:10,2026-04-01 09:43,33,Yes,HH187,Success
E04,SUB0284,-1.291752,36.856962,2026-04-01 14:23,2026-04-01 15:23,60,Yes,HH175,Success
E05,SUB0285,-1.243971,36.781863,2026-04-01 10:16,2026-04-01 11:00,44,No,HH033,Success
E02,SUB0286,-1.327726,36.799836,2026-04-01 08:03,2026-04-01 08:54,51,Yes,HH137,Success
E04,SUB0287,-1.283937,36.785512,2026-04-01 11:55,2026-04-01 12:13,18,Yes,HH196,Success
E01,SUB0288,-1.26398,36.831492,2026-04-01 08:32,2026-04-01 09:26,54,Yes,HH062,Success
E02,SUB0289,-1.270606,36.814644,2026-04-01 09:08,2026-04-01 09:17,9,Yes,HH063,Success
E01,SUB0290,-1.306566,36.791727,2026-04-01 14:51,2026-04-01 15:22,31,Yes,HH129,Success
E03,SUB0291,-1.23836,36.827611,2026-04-01 11:59,2026-04-01 12:54,55,Yes,HH083,Success
E02,SUB0292,-1.315674,36.836021,2026-04-01 13:09,2026-04-01 14:08,59,Yes,HH016,Success
E05,SUB0293,-1.262125,36.825585,2026-04-01 10:59,2026-04-01 11:42,43,Yes,HH165,Success
E04,SUB0294,-1.260369,36.810826,2026-04-01 16:57,2026-04-01 17:20,23,Yes,HH138,Success
E04,SUB0295,-1.307466,36.855754,2026-04-01 12:06,2026-04-01 13:03,57,Yes,HH015,Success
E05,SUB0296,-1.274271,36.783409,2026-04-01 15:02,2026-04-01 15:31,29,Yes,HH166,Success
E01,SUB0297,-1.292892,36.823564,2026-04-01 15:40,2026-04-01 16:37,57,Yes,HH097,Success
E05,SUB0298,-1.322722,36.850465,2026-04-01 08:40,2026-04-01 09:38,58,Yes,HH056,Success
E04,SUB0299,-1.239297,36.800319,2026-04-01 11:33,2026-04-01 12:31,58,Yes,HH049,Success
E01,SUB0300,-1.260437,36.840377,2026-04-01 16:10,2026-04-01 16:28,18,Yes,HH083,Success
E03,SUB0301,-1.276635,36.805926,2026-04-01 14:29,2026-04-01 15:01,32,Yes,HH128,Success
E04,SUB0302,-1.231868,36.816949,2026-04-01 09:40,2026-04-01 10:34,54,Yes,HH095,Failed
E03,SUB0303,-1.273748,36.792127,2026-04-01 15:03,2026-04-01 15:08,5,Yes,HH150,Success
E05,SUB0304,-1.314759,36.802987,2026-04-01 15:07,2026-04-01 15:28,21,Yes,HH128,Success
E05,SUB0305,-1.253664,36.818862,2026-04-01 13:45,2026-04-01 14:04,19,Yes,HH118,Success
E02,SUB0306,-1.316004,36.824655,2026-04-01 14:00,2026-04-01 14:13,13,Yes,HH165,Success
E01,SUB0307,-1.246093,36.777433,2026-04-01 16:56,2026-04-01 17:01,5,Yes,HH002,Success
E04,SUB0308,-1.26693,36.776797,2026-04-01 10:20,2026-04-01 11:16,56,Yes,HH117,Success
E03,SUB0309,-1.266227,36.86339,2026-04-01 09:01,2026-04-01 09:43,42,Yes,HH005,Success
E01,SUB0310,-1.288866,36.771673,2026-04-01 17:04,2026-04-01 17:42,38,Yes,HH074,Success
E01,SUB0311,-1.260214,36.813057,2026-04-01 16:34,2026-04-01 17:29,55,Yes,HH025,Success
E05,SUB0312,-1.310807,36.822646,2026-04-01 10:32,2026-04-01 10:50,18,Yes,HH102,Success
E01,SUB0313,-1.2841,36.794321,2026-04-01 14:22,2026-04-01 14:50,28,Yes,HH021,Success
E01,SUB0314,-1.292074,36.82527,2026-04-01 09:35,2026-04-01 10:03,28,Yes,HH044,Success
E01,SUB0315,-1.286609,36.848438,2026-04-01 16:31,2026-04-01 17:28,57,Yes,HH025,Success
E05,SUB0316,-1.308858,36.856812,2026-04-01 08:43,2026-04-01 09:00,17,Yes,HH012,Success
E01,SUB0317,-1.275697,36.835811,2026-04-01 12:47,2026-04-01 13:47,60,Yes,HH005,Success
E02,SUB0318,-1.247931,36.85209,2026-04-01 10:27,2026-04-01 11:18,51,Yes,HH145,Success
E02,SUB0319,-1.245056,36.837703,2026-04-01 17:40,2026-04-01 18:36,56,Yes,HH190,Success
E02,SUB0320,-1.255454,36.804586,2026-04-01 09:20,2026-04-01 09:55,35,Yes,HH020,Success
E03,SUB0321,-1.297362,36.833412,2026-04-01 14:46,2026-04-01 15:38,52,Yes,HH059,Success
E03,SUB0322,-1.286815,36.837969,2026-04-01 17:26,2026-04-01 17:53,27,Yes,HH159,Success
E03,SUB0323,-1.322649,36.796797,2026-04-01 12:12,2026-04-01 13:00,48,Yes,HH040,Success
E04,SUB0324,-1.319345,36.77052,2026-04-01 13:24,2026-04-01 13:50,26,Yes,HH070,Success
E01,SUB0325,-1.311261,36.814884,2026-04-01 10:15,2026-04-01 10:23,8,Yes,HH007,Success
E01,SUB0326,-1.320694,36.829804,2026-04-01 14:02,2026-04-01 14:40,38,Yes,HH075,Success
E04,SUB0327,-1.32153,36.860114,2026-04-01 14:37,2026-04-01 15:29,52,Yes,HH147,Failed
E05,SUB0328,-1.291927,36.783884,2026-04-01 10:53,2026-04-01 11:39,46,Yes,HH017,Success
E02,SUB0329,-1.28789,36.818423,2026-04-01 15:25,2026-04-01 15:45,20,Yes,HH064,Success
E04,SUB0330,-1.319303,36.800466,2026-04-01 11:20,2026-04-01 11:52,32,Yes,HH159,Success
E04,SUB0331,-1.296526,36.851548,2026-04-01 13:37,2026-04-01 14:08,31,Yes,HH035,Failed
E03,SUB0332,-1.235272,36.790085,2026-04-01 13:28,2026-04-01 14:09,41,Yes,HH082,Failed
E03,SUB0333,-1.251803,36.802589,2026-04-01 16:22,2026-04-01 17:01,39,Yes,HH094,Success
E01,SUB0334,-1.270777,36.824563,2026-04-01 17:37,2026-04-01 17:52,15,Yes,HH187,Success
E04,SUB0335,-1.250231,36.853128,2026-04-01 11:34,2026-04-01 12:05,31,Yes,HH105,Success
E04,SUB0336,-1.299717,36.795268,2026-04-01 10:22,2026-04-01 11:05,43,Yes,HH097,Success
E01,SUB0337,-1.282077,36.810081,2026-04-01 15:39,2026-04-01 16:20,41,Yes,HH178,Failed
E04,SUB0338,-1.250928,36.805953,2026-04-01 17:16,2026-04-01 17:21,5,Yes,HH164,Success
E01,SUB0339,-1.305177,36.836469,2026-04-01 09:51,2026-04-01 10:43,52,Yes,HH145,Success
E04,SUB0340,-1.286954,36.771055,2026-04-01 13:39,2026-04-01 14:32,53,Yes,HH133,Success
E05,SUB0341,-1.272476,36.814578,2026-04-01 17:54,2026-04-01 18:41,47,Yes,HH151,Success
E05,SUB0342,-1.23023,36.818277,2026-04-01 10:34,2026-04-01 10:59,25,Yes,HH022,Failed
E01,SUB0343,-1.298811,36.815533,2026-04-01 10:25,2026-04-01 10:50,25,Yes,HH122,Success
E01,SUB0344,-1.260324,36.801891,2026-04-01 15:28,2026-04-01 16:17,49,Yes,HH030,Success
E01,SUB0345,-1.319064,36.850005,2026-04-01 13:51,2026-04-01 14:35,44,Yes,HH133,Success
E02,SUB0346,-1.296901,36.812637,2026-04-01 17:25,2026-04-01 17:38,13,Yes,HH162,Success
E02,SUB0347,-1.264269,36.809558,2026-04-01 11:10,2026-04-01 11:53,43,Yes,HH116,Success
E05,SUB0348,-1.329555,36.79148,2026-04-01 15:19,2026-04-01 15:46,27,Yes,HH017,Success
E05,SUB0349,-1.242802,36.788696,2026-04-01 09:44,2026-04-01 10:38,54,Yes,HH068,Success
E04,SUB0350,-1.29866,36.808864,2026-04-01 17:00,2026-04-01 17:43,43,Yes,HH091,Success
E04,SUB0351,-1.262641,36.850061,2026-04-01 10:56,2026-04-01 11:51,55,Yes,HH173,Success
E02,SUB0352,-1.306143,36.781695,2026-04-01 13:20,2026-04-01 13:30,10,Yes,HH100,Success
E04,SUB0353,-1.291629,36.788575,2026-04-01 10:21,2026-04-01 11:00,39,Yes,HH166,Success
E02,SUB0354,-1.281036,36.78403,2026-04-01 17:28,2026-04-01 17:41,13,Yes,HH014,Success
E03,SUB0355,-1.316347,36.851522,2026-04-01 08:09,2026-04-01 08:43,34,No,HH127,Success
E04,SUB0356,-1.258986,36.814385,2026-04-01 16:23,2026-04-01 16:52,29,Yes,HH195,Success
E02,SUB0357,-1.302515,36.823761,2026-04-01 12:59,2026-04-01 13:04,5,Yes,HH191,Success
E04,SUB0358,-1.318679,36.781421,2026-04-01 17:22,2026-04-01 17:57,35,Yes,HH094,Success
E05,SUB0359,-1.258102,36.824635,2026-04-01 08:42,2026-04-01 09:33,51,No,HH168,Success
E02,SUB0360,-1.230069,36.814973,2026-04-01 13:04,2026-04-01 14:02,58,Yes,HH113,Success
E01,SUB0361,-1.24893,36.828792,2026-04-01 12:02,2026-04-01 12:18,16,Yes,HH162,Success
E04,SUB0362,-1.316077,36.790662,2026-04-01 10:49,2026-04-01 11:31,42,Yes,HH090,Success
E05,SUB0363,-1.276123,36.802365,2026-04-01 12:47,2026-04-01 13:28,41,Yes,HH069,Success
E05,SUB0364,-1.233723,36.848569,2026-04-01 09:37,2026-04-01 09:48,11,Yes,HH168,Failed
E02,SUB0365,-1.315376,36.80221,2026-04-01 10:15,2026-04-01 10:33,18,Yes,HH101,Success
E04,SUB0366,-1.26676,36.832781,2026-04-01 10:25,2026-04-01 11:04,39,Yes,HH197,Success
E01,SUB0367,-1.25502,36.83947,2026-04-01 14:52,2026-04-01 15:27,35,Yes,HH125,Success
E03,SUB0368,-1.243109,36.854717,2026-04-01 17:55,2026-04-01 17:58,3,Yes,HH163,Failed
E03,SUB0369,-1.276558,36.791783,2026-04-01 09:04,2026-04-01 09:57,53,Yes,HH069,Success
E03,SUB0370,-1.275269,36.783059,2026-04-01 12:50,2026-04-01 13:14,24,Yes,HH175,Success
E01,SUB0371,-1.267382,36.85367,2026-04-01 08:47,2026-04-01 08:56,9,Yes,HH041,Failed
E04,SUB0372,-1.230816,36.81278,2026-04-01 15:47,2026-04-01 15:50,3,No,HH167,Failed
E03,SUB0373,-1.236727,36.797402,2026-04-01 10:42,2026-04-01 11:40,58,Yes,HH096,Success
E02,SUB0374,-1.26744,36.842599,2026-04-01 08:53,2026-04-01 09:21,28,Yes,HH024,Success
E01,SUB0375,-1.282319,36.78327,2026-04-01 08:01,2026-04-01 08:17,16,Yes,HH003,Success
E01,SUB0376,-1.317941,36.856034,2026-04-01 13:51,2026-04-01 14:46,55,Yes,HH059,Success
E04,SUB0377,-1.249404,36.78032,2026-04-01 09:31,2026-04-01 10:20,49,Yes,HH098,Success
E02,SUB0378,-1.276949,36.770847,2026-04-01 10:26,2026-04-01 10:33,7,Yes,HH185,Success
E02,SUB0379,-1.268392,36.814238,2026-04-01 10:35,2026-04-01 11:04,29,Yes,HH036,Success
E01,SUB0380,-1.233675,36.80145,2026-04-01 14:33,2026-04-01 14:58,25,Yes,HH022,Success
E02,SUB0381,-1.269999,36.830759,2026-04-01 17:26,2026-04-01 18:07,41,Yes,HH169,Success
E03,SUB0382,-1.269307,36.788865,2026-04-01 11:30,2026-04-01 12:06,36,Yes,HH062,Success
E04,SUB0383,-1.305892,36.833808,2026-04-01 14:35,2026-04-01 14:45,10,Yes,HH004,Success
E03,SUB0384,-1.291316,36.853897,2026-04-01 13:24,2026-04-01 13:35,11,Yes,HH045,Success
E04,SUB0385,-1.271264,36.771379,2026-04-01 09:14,2026-04-01 09:18,4,Yes,HH102,Failed
E05,SUB0386,-1.258737,36.846711,2026-04-01 12:53,2026-04-01 13:36,43,Yes,HH164,Success
E05,SUB0387,-1.314732,36.77836,2026-04-01 17:10,2026-04-01 17:52,42,Yes,HH040,Failed
E05,SUB0388,-1.271356,36.846322,2026-04-01 13:34,2026-04-01 14:02,28,Yes,HH080,Success
E04,SUB0389,-1.305552,36.862463,2026-04-01 12:04,2026-04-01 12:10,6,Yes,HH015,Success
E03,SUB0390,-1.328734,36.783721,2026-04-01 10:59,2026-04-01 11:09,10,Yes,HH089,Success
E05,SUB0391,-1.247749,36.795925,2026-04-01 16:49,2026-04-01 17:42,53,Yes,HH069,Success
E01,SUB0392,-1.249289,36.797198,2026-04-01 08:30,2026-04-01 08:54,24,Yes,HH148,Success
E01,SUB0393,-1.278922,36.775544,2026-04-01 16:28,2026-04-01 17:00,32,Yes,HH041,Success
E03,SUB0394,-1.272609,36.842278,2026-04-01 09:45,2026-04-01 10:45,60,Yes,HH012,Success
E01,SUB0395,-1.282824,36.808298,2026-04-01 12:10,2026-04-01 12:15,5,Yes,HH010,Failed
E05,SUB0396,-1.29782,36.811626,2026-04-01 15:09,2026-04-01 15:26,17,Yes,HH020,Success
E05,SUB0397,-1.279796,36.860194,2026-04-01 14:21,2026-04-01 14:31,10,Yes,HH012,Success
E04,SUB0398,-1.283491,36.798231,2026-04-01 09:10,2026-04-01 10:09,59,Yes,HH142,Success
E04,SUB0399,-1.309933,36.826381,2026-04-01 08:08,2026-04-01 08:34,26,Yes,HH119,Success
E03,SUB0400,-1.252411,36.843246,2026-04-01 16:25,2026-04-01 17:17,52,Yes,HH039,Success
E01,SUB0401,-1.3067,36.804642,2026-04-01 14:59,2026-04-01 15:03,4,Yes,HH086,Success
E01,SUB0402,-1.256192,36.800751,2026-04-01 14:25,2026-04-01 15:22,57,Yes,HH108,Failed
E04,SUB0403,-1.258835,36.779303,2026-04-01 09:01,2026-04-01 09:13,12,Yes,HH134,Success
E04,SUB0404,-1.232545,36.77849,2026-04-01 14:21,2026-04-01 14:53,32,Yes,HH101,Success
E01,SUB0405,-1.286502,36.866422,2026-04-01 17:41,2026-04-01 17:47,6,Yes,HH081,Success
E04,SUB0406,-1.284724,36.793361,2026-04-01 13:34,2026-04-01 13:57,23,Yes,HH198,Success
E05,SUB0407,-1.319434,36.814957,2026-04-01 09:51,2026-04-01 10:03,12,Yes,HH092,Success
E02,SUB0408,-1.283665,36.855248,2026-04-01 15:42,2026-04-01 16:04,22,Yes,HH078,Success
E05,SUB0409,-1.246408,36.802779,2026-04-01 08:41,2026-04-01 08:57,16,Yes,HH092,Success
E04,SUB0410,-1.262282,36.796017,2026-04-01 16:45,2026-04-01 16:51,6,No,HH104,Success
E04,SUB0411,-1.274988,36.779473,2026-04-01 17:29,2026-04-01 18:19,50,Yes,HH032,Success
E01,SUB0412,-1.251904,36.792229,2026-04-01 09:03,2026-04-01 09:59,56,Yes,HH176,Success
E01,SUB0413,-1.304118,36.851275,2026-04-01 17:56,2026-04-01 18:36,40,Yes,HH166,Success
E04,SUB0414,-1.239492,36.852936,2026-04-01 10:11,2026-04-01 10:19,8,Yes,HH119,Success
E01,SUB0415,-1.286684,36.842443,2026-04-01 10:52,2026-04-01 11:31,39,Yes,HH110,Success
E02,SUB0416,-1.23917,36.797498,2026-04-01 14:02,2026-04-01 14:18,16,Yes,HH158,Success
E05,SUB0417,-1.300489,36.811199,2026-04-01 12:11,2026-04-01 12:55,44,Yes,HH072,Success
E04,SUB0418,-1.310054,36.858465,2026-04-01 10:20,2026-04-01 10:49,29,Yes,HH140,Success
E01,SUB0419,-1.258663,36.817968,2026-04-01 14:31,2026-04-01 15:24,53,Yes,HH145,Success
E05,SUB0420,-1.302956,36.772606,2026-04-01 13:29,2026-04-01 13:56,27,Yes,HH200,Success
E03,SUB0421,-1.230847,36.822943,2026-04-01 08:59,2026-04-01 09:53,54,Yes,HH041,Failed
E01,SUB0422,-1.305885,36.823369,2026-04-01 12:13,2026-04-01 12:58,45,Yes,HH196,Success
E02,SUB0423,-1.231734,36.808842,2026-04-01 17:49,2026-04-01 18:46,57,Yes,HH045,Failed
E02,SUB0424,-1.2982,36.843811,2026-04-01 12:02,2026-04-01 12:42,40,Yes,HH181,Success
E03,SUB0425,-1.31579,36.864837,2026-04-01 17:41,2026-04-01 18:20,39,Yes,HH127,Success
E05,SUB0426,-1.280956,36.779026,2026-04-01 13:16,2026-04-01 13:30,14,Yes,HH135,Success
E04,SUB0427,-1.23821,36.790146,2026-04-01 08:00,2026-04-01 08:24,24,Yes,HH083,Success
E01,SUB0428,-1.271339,36.861722,2026-04-01 08:22,2026-04-01 08:34,12,Yes,HH094,Success
E01,SUB0429,-1.235808,36.80956,2026-04-01 14:22,2026-04-01 15:10,48,Yes,HH035,Success
E02,SUB0430,-1.266073,36.81872,2026-04-01 15:27,2026-04-01 16:20,53,Yes,HH144,Success
E05,SUB0431,-1.263447,36.851445,2026-04-01 14:05,2026-04-01 14:22,17,Yes,HH076,Success
E02,SUB0432,-1.32982,36.840201,2026-04-01 11:01,2026-04-01 11:50,49,Yes,HH198,Success
E05,SUB0433,-1.269761,36.862104,2026-04-01 08:33,2026-04-01 08:47,14,No,HH145,Success
E01,SUB0434,-1.296883,36.777781,2026-04-01 16:28,2026-04-01 16:40,12,Yes,HH163,Success
E01,SUB0435,-1.32886,36.790968,2026-04-01 13:43,2026-04-01 14:14,31,Yes,HH028,Success
E01,SUB0436,-1.286178,36.811965,2026-04-01 08:49,2026-04-01 09:16,27,Yes,HH097,Success
E03,SUB0437,-1.319857,36.817949,2026-04-01 17:19,2026-04-01 17:46,27,Yes,HH176,Success
E02,SUB0438,-1.322629,36.854576,2026-04-01 10:46,2026-04-01 11:17,31,Yes,HH027,Success
E01,SUB0439,-1.241207,36.78609,2026-04-01 13:50,2026-04-01 14:03,13,Yes,HH024,Failed
E03,SUB0440,-1.326901,36.864244,2026-04-01 16:14,2026-04-01 17:02,48,Yes,HH041,Success
E01,SUB0441,-1.309445,36.788998,2026-04-01 09:43,2026-04-01 10:07,24,Yes,HH187,Success
E05,SUB0442,-1.301848,36.793755,2026-04-01 12:31,2026-04-01 13:16,45,Yes,HH126,Success
E02,SUB0443,-1.329618,36.778763,2026-04-01 08:55,2026-04-01 09:21,26,Yes,HH123,Success
E02,SUB0444,-1.309305,36.833819,2026-04-01 09:39,2026-04-01 09:43,4,No,HH030,Success
E03,SUB0445,-1.28109,36.836104,2026-04-01 14:47,2026-04-01 15:20,33,Yes,HH048,Success
E03,SUB0446,-1.311342,36.774462,2026-04-01 14:30,2026-04-01 14:56,26,Yes,HH069,Success
E05,SUB0447,-1.254776,36.836747,2026-04-01 09:03,2026-04-01 09:15,12,Yes,HH139,Success
E04,SUB0448,-1.323902,36.808711,2026-04-01 11:52,2026-04-01 12:30,38,Yes,HH176,Failed
E04,SUB0449,-1.306436,36.799885,2026-04-01 17:46,2026-04-01 18:45,59,Yes,HH009,Success
E05,SUB0450,-1.278318,36.827149,2026-04-01 17:44,2026-04-01 18:44,60,No,HH194,Success
E04,SUB0451,-1.232784,36.850846,2026-04-01 10:57,2026-04-01 11:10,13,Yes,HH175,Success
E04,SUB0452,-1.267277,36.853411,2026-04-01 11:26,2026-04-01 12:21,55,Yes,HH018,Failed
E01,SUB0453,-1.290265,36.802613,2026-04-01 14:37,2026-04-01 15:15,38,Yes,HH004,Success
E05,SUB0454,-1.288041,36.811444,2026-04-01 16:55,2026-04-01 17:48,53,Yes,HH195,Success
E01,SUB0455,-1.252046,36.848575,2026-04-01 09:48,2026-04-01 10:27,39,Yes,HH106,Success
E03,SUB0456,-1.281442,36.830896,2026-04-01 14:32,2026-04-01 15:16,44,Yes,HH037,Success
E05,SUB0457,-1.290421,36.857896,2026-04-01 14:51,2026-04-01 14:56,5,Yes,HH122,Success
E03,SUB0458,-1.296213,36.849365,2026-04-01 14:21,2026-04-01 14:25,4,Yes,HH179,Success
E01,SUB0459,-1.299952,36.844372,2026-04-01 11:53,2026-04-01 12:04,11,Yes,HH187,Success
E04,SUB0460,-1.285828,36.861343,2026-04-01 09:31,2026-04-01 09:46,15,Yes,HH133,Success
E03,SUB0461,-1.250851,36.776562,2026-04-01 08:57,2026-04-01 09:32,35,Yes,HH200,Success
E05,SUB0462,-1.312626,36.857518,2026-04-01 17:42,2026-04-01 17:46,4,Yes,HH009,Success
E04,SUB0463,-1.259537,36.797398,2026-04-01 08:51,2026-04-01 09:17,26,Yes,HH163,Success
E01,SUB0464,-1.292753,36.829404,2026-04-01 08:31,2026-04-01 08:49,18,Yes,HH151,Success
E05,SUB0465,-1.313649,36.859449,2026-04-01 13:58,2026-04-01 14:23,25,Yes,HH073,Success
E01,SUB0466,-1.313709,36.827226,2026-04-01 14:35,2026-04-01 14:41,6,No,HH166,Success
E02,SUB0467,-1.264841,36.821328,2026-04-01 11:31,2026-04-01 11:51,20,Yes,HH175,Failed
E01,SUB0468,-1.265263,36.830114,2026-04-01 16:05,2026-04-01 16:16,11,Yes,HH079,Success
E03,SUB0469,-1.292352,36.804871,2026-04-01 15:13,2026-04-01 16:13,60,Yes,HH174,Success
E05,SUB0470,-1.319769,36.821151,2026-04-01 14:46,2026-04-01 15:26,40,Yes,HH096,Success
E05,SUB0471,-1.261559,36.818174,2026-04-01 12:49,2026-04-01 13:11,22,Yes,HH084,Success
E03,SUB0472,-1.258891,36.859237,2026-04-01 12:27,2026-04-01 13:11,44,Yes,HH196,Success
E02,SUB0473,-1.244268,36.851003,2026-04-01 08:58,2026-04-01 09:52,54,Yes,HH036,Success
E01,SUB0474,-1.304057,36.811857,2026-04-01 16:29,2026-04-01 16:50,21,Yes,HH182,Success
E05,SUB0475,-1.257345,36.792236,2026-04-01 11:14,2026-04-01 11:38,24,Yes,HH172,Success
E03,SUB0476,-1.245458,36.854064,2026-04-01 16:39,2026-04-01 17:01,22,Yes,HH025,Success
E04,SUB0477,-1.304135,36.850834,2026-04-01 10:11,2026-04-01 11:01,50,Yes,HH175,Success
E03,SUB0478,-1.294472,36.844421,2026-04-01 09:31,2026-04-01 09:48,17,Yes,HH085,Success
E03,SUB0479,-1.300595,36.855121,2026-04-01 12:26,2026-04-01 13:06,40,Yes,HH150,Success
E05,SUB0480,-1.241057,36.820048,2026-04-01 09:12,2026-04-01 09:45,33,Yes,HH077,Success
E04,SUB0481,-1.244576,36.783737,2026-04-01 08:55,2026-04-01 09:53,58,Yes,HH146,Success
E04,SUB0482,-1.243761,36.788036,2026-04-01 10:26,2026-04-01 10:49,23,Yes,HH046,Success
E03,SUB0483,-1.284795,36.790938,2026-04-01 08:59,2026-04-01 09:02,3,Yes,HH041,Success
E04,SUB0484,-1.268552,36.833349,2026-04-01 09:30,2026-04-01 09:41,11,Yes,HH099,Failed
E01,SUB0485,-1.310059,36.80731,2026-04-01 08:38,2026-04-01 09:15,37,Yes,HH136,Success
E02,SUB0486,-1.329588,36.84336,2026-04-01 08:18,2026-04-01 09:04,46,Yes,HH080,Success
E02,SUB0487,-1.279666,36.800612,2026-04-01 09:45,2026-04-01 10:12,27,Yes,HH075,Success
E04,SUB0488,-1.277588,36.813367,2026-04-01 16:52,2026-04-01 17:33,41,Yes,HH126,Success
E03,SUB0489,-1.235192,36.861821,2026-04-01 11:12,2026-04-01 11:25,13,Yes,HH187,Success
E02,SUB0490,-1.327809,36.820463,2026-04-01 11:36,2026-04-01 12:25,49,Yes,HH010,Success
E04,SUB0491,-1.276527,36.774859,2026-04-01 12:21,2026-04-01 13:13,52,No,HH168,Success
E01,SUB0492,-1.318421,36.814431,2026-04-01 08:49,2026-04-01 09:36,47,Yes,HH180,Success
E02,SUB0493,-1.261426,36.77093,2026-04-01 11:30,2026-04-01 12:17,47,Yes,HH134,Success
E03,SUB0494,-1.246935,36.780491,2026-04-01 10:20,2026-04-01 10:49,29,Yes,HH030,Success
E01,SUB0495,-1.2691,36.847796,2026-04-01 16:29,2026-04-01 16:44,15,Yes,HH092,Failed
E04,SUB0496,-1.326059,36.819635,2026-04-01 13:02,2026-04-01 13:15,13,Yes,HH085,Failed
E02,SUB0497,-1.262837,36.860688,2026-04-01 08:02,2026-04-01 08:05,3,Yes,HH039,Success
E01,SUB0498,-1.257644,36.780129,2026-04-01 16:43,2026-04-01 16:50,7,Yes,HH076,Success
E03,SUB0499,-1.320019,36.78747,2026-04-01 15:55,2026-04-01 16:01,6,Yes,HH174,Success
E03,SUB0500,-1.31841,36.855125,2026-04-01 15:16,2026-04-01 16:06,50,Yes,HH036,Success
E02,SUB0501,-1.240547,36.865509,2026-04-01 13:36,2026-04-01 14:01,25,Yes,HH096,Success
E03,SUB0502,-1.289922,36.866231,2026-04-01 11:07,2026-04-01 11:17,10,Yes,HH123,Success
E04,SUB0503,-1.316749,36.842641,2026-04-01 10:50,2026-04-01 11:00,10,No,HH027,Success
E04,SUB0504,-1.273106,36.813816,2026-04-01 16:14,2026-04-01 17:08,54,Yes,HH157,Success
E01,SUB0505,-1.23796,36.781294,2026-04-01 10:13,2026-04-01 10:46,33,Yes,HH067,Success
